tourney_id,tourney_name,surface,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_ht,winner_age,loser_id,loser_name,loser_ht,loser_age,score,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2015-580,Australian Open,Hard,G,20150119,65,104925,Novak Djokovic,188.0,27.6632443532,105723,Andrey Kuznetsov,185.0,23.9069130732,6-0 6-1 6-4,7.0,2.0,57.0,35.0,30.0,15.0,12.0,0.0,1.0,2.0,3.0,80.0,39.0,24.0,12.0,11.0,6.0,13.0,1.0,11405.0,88.0,595.0
2015-580,Australian Open,Hard,G,20150119,66,104269,Fernando Verdasco,188.0,31.1786447639,104424,Go Soeda,178.0,30.3709787817,6-3 6-2 7-6(3),15.0,4.0,95.0,62.0,49.0,19.0,15.0,5.0,6.0,3.0,0.0,92.0,56.0,39.0,16.0,14.0,5.0,9.0,33.0,1135.0,92.0,571.0
2015-580,Australian Open,Hard,G,20150119,67,104545,John Isner,206.0,29.7330595483,104890,Andreas Haider Maurer,190.0,27.8302532512,6-4 7-6(4) 4-6 6-4,27.0,3.0,100.0,69.0,63.0,23.0,21.0,1.0,2.0,21.0,8.0,128.0,83.0,62.0,27.0,21.0,3.0,5.0,21.0,1685.0,79.0,651.0
2015-580,Australian Open,Hard,G,20150119,68,104180,Gilles Muller,193.0,31.6988364134,105138,Roberto Bautista Agut,183.0,26.765229295,7-6(5) 1-6 7-5 6-1,27.0,6.0,121.0,77.0,63.0,21.0,19.0,6.0,8.0,15.0,3.0,107.0,69.0,56.0,23.0,19.0,3.0,6.0,42.0,964.0,16.0,2110.0
2015-580,Australian Open,Hard,G,20150119,69,103852,Feliciano Lopez,188.0,33.3305954825,105173,Adrian Mannarino,183.0,26.5571526352,4-6 4-6 7-6(3) 4-0 RET,21.0,5.0,107.0,56.0,32.0,25.0,18.0,10.0,19.0,5.0,10.0,107.0,68.0,45.0,11.0,18.0,10.0,19.0,14.0,2130.0,36.0,1043.0
2015-580,Australian Open,Hard,G,20150119,70,105668,Jerzy Janowicz,203.0,24.1834360027,104792,Gael Monfils,193.0,28.3832991102,6-4 1-6 6-7(3) 6-3 6-3,14.0,9.0,143.0,99.0,72.0,18.0,23.0,7.0,11.0,20.0,4.0,154.0,103.0,79.0,19.0,24.0,11.0,17.0,44.0,925.0,19.0,1770.0
2015-580,Australian Open,Hard,G,20150119,71,103794,Benjamin Becker,178.0,33.5934291581,103720,Lleyton Hewitt,180.0,33.9000684463,2-6 1-6 6-3 6-4 6-2,16.0,2.0,122.0,77.0,55.0,21.0,21.0,5.0,10.0,14.0,4.0,125.0,66.0,44.0,34.0,21.0,6.0,11.0,41.0,973.0,87.0,595.0
2015-580,Australian Open,Hard,G,20150119,72,105683,Milos Raonic,196.0,24.0629705681,105385,Donald Young,183.0,25.492128679,6-4 7-6(3) 6-3,17.0,2.0,82.0,56.0,50.0,20.0,16.0,0.0,0.0,4.0,4.0,91.0,64.0,51.0,12.0,15.0,2.0,4.0,8.0,4575.0,56.0,809.0
2015-580,Australian Open,Hard,G,20150119,73,104527,Stan Wawrinka,183.0,29.8124572211,105657,Marius Copil,193.0,24.257357974,7-6(4) 7-6(4) 6-3,3.0,3.0,112.0,83.0,61.0,17.0,17.0,5.0,6.0,16.0,3.0,100.0,56.0,41.0,29.0,16.0,5.0,7.0,4.0,5370.0,194.0,254.0
2015-580,Australian Open,Hard,G,20150119,74,103813,Jarkko Nieminen,185.0,33.492128679,104897,Matthias Bachinger,188.0,27.8001368925,7-6(4) 7-5 7-5,5.0,1.0,120.0,89.0,63.0,16.0,18.0,10.0,13.0,12.0,7.0,120.0,75.0,54.0,18.0,18.0,11.0,16.0,72.0,693.0,142.0,378.0
2015-580,Australian Open,Hard,G,20150119,75,105577,Vasek Pospisil,193.0,24.5749486653,103893,Paolo Lorenzi,183.0,33.0951403149,6-7(3) 7-6(4) 6-3 6-4,22.0,7.0,160.0,84.0,65.0,41.0,22.0,4.0,6.0,11.0,4.0,135.0,73.0,57.0,32.0,21.0,6.0,10.0,60.0,785.0,64.0,759.0
2015-580,Australian Open,Hard,G,20150119,76,104198,Guillermo Garcia Lopez,188.0,31.627652293,105292,Alejandro Gonzalez,0.0,25.9466119097,6-1 6-3 6-3,7.0,5.0,83.0,44.0,33.0,23.0,13.0,3.0,4.0,5.0,4.0,76.0,43.0,26.0,9.0,12.0,4.0,10.0,37.0,1020.0,107.0,519.0
2015-580,Australian Open,Hard,G,20150119,77,103970,David Ferrer,175.0,32.7994524298,104660,Sergiy Stakhovsky,193.0,29.0349075975,5-7 6-3 6-4 6-2,2.0,4.0,104.0,74.0,56.0,20.0,20.0,3.0,5.0,13.0,5.0,117.0,77.0,50.0,21.0,19.0,8.0,13.0,10.0,4145.0,71.0,699.0
2015-580,Australian Open,Hard,G,20150119,78,104468,Gilles Simon,183.0,30.0616016427,104719,Marcel Granollers,190.0,28.772073922,7-6(5) 6-2 6-4,5.0,2.0,87.0,59.0,49.0,13.0,15.0,0.0,2.0,6.0,2.0,95.0,54.0,36.0,22.0,15.0,5.0,10.0,20.0,1730.0,58.0,790.0
2015-580,Australian Open,Hard,G,20150119,79,105449,Steve Johnson,188.0,25.0704996578,105053,Santiago Giraldo,188.0,27.1457905544,6-3 6-4 6-2,17.0,2.0,109.0,54.0,45.0,24.0,14.0,8.0,9.0,3.0,3.0,90.0,59.0,37.0,12.0,13.0,6.0,11.0,38.0,993.0,32.0,1175.0
2015-580,Australian Open,Hard,G,20150119,80,105453,Kei Nishikori,178.0,25.0568104038,104471,Ivan Dodig,183.0,30.045174538,4-6 7-5 6-2 7-6(0),7.0,3.0,122.0,79.0,60.0,24.0,21.0,2.0,5.0,15.0,2.0,116.0,73.0,57.0,14.0,21.0,2.0,7.0,5.0,5025.0,86.0,610.0
2015-580,Australian Open,Hard,G,20150119,81,104607,Tomas Berdych,196.0,29.3388090349,103781,Jurgen Melzer,183.0,33.6618754278,7-6(0) 6-2 6-2,9.0,2.0,84.0,46.0,38.0,18.0,14.0,3.0,5.0,5.0,4.0,96.0,59.0,34.0,16.0,14.0,4.0,10.0,7.0,4660.0,108.0,514.0
2015-580,Australian Open,Hard,G,20150119,82,104678,Viktor Troicki,193.0,28.93908282,104919,Leonardo Mayer,188.0,27.6824093087,6-4 4-6 6-4 6-0,11.0,1.0,112.0,77.0,63.0,12.0,18.0,6.0,8.0,6.0,3.0,111.0,68.0,40.0,26.0,18.0,8.0,14.0,54.0,826.0,26.0,1389.0
2015-580,Australian Open,Hard,G,20150119,83,106071,Bernard Tomic,193.0,22.2450376454,104259,Philipp Kohlschreiber,178.0,31.2607802875,6-7(5) 6-4 7-6(6) 7-6(5),24.0,2.0,165.0,127.0,99.0,18.0,23.0,5.0,6.0,19.0,3.0,150.0,104.0,79.0,30.0,23.0,6.0,8.0,66.0,737.0,24.0,1415.0
2015-580,Australian Open,Hard,G,20150119,84,105032,Sam Groth,0.0,27.2525667351,106423,Thanasi Kokkinakis,0.0,18.7761806982,3-6 6-3 7-5 3-6 6-1,26.0,3.0,127.0,85.0,66.0,26.0,23.0,2.0,4.0,14.0,4.0,124.0,78.0,63.0,20.0,23.0,4.0,8.0,82.0,625.0,147.0,361.0
2015-580,Australian Open,Hard,G,20150119,85,104731,Kevin Anderson,203.0,28.6735112936,105575,Ricardas Berankis,175.0,24.5804243669,6-2 6-2 7-6(3),14.0,1.0,75.0,51.0,42.0,19.0,14.0,0.0,0.0,4.0,6.0,95.0,47.0,31.0,22.0,14.0,3.0,7.0,15.0,2125.0,85.0,615.0
2015-580,Australian Open,Hard,G,20150119,86,104755,Richard Gasquet,185.0,28.5886379192,105902,James Duckworth,183.0,22.9952087611,6-2 6-3 7-5,23.0,1.0,87.0,58.0,47.0,18.0,15.0,3.0,3.0,14.0,5.0,106.0,70.0,47.0,16.0,14.0,12.0,16.0,28.0,1350.0,120.0,468.0
2015-580,Australian Open,Hard,G,20150119,87,104534,Dudi Sela,175.0,29.7932922656,104586,Lukas Rosol,196.0,29.4893908282,7-6(2) 5-7 7-5 6-3,12.0,4.0,143.0,87.0,61.0,33.0,22.0,9.0,12.0,17.0,5.0,137.0,74.0,57.0,29.0,23.0,10.0,15.0,106.0,520.0,30.0,1210.0
2015-580,Australian Open,Hard,G,20150119,88,104745,Rafael Nadal,185.0,28.629705681,105065,Tim Smyczek,175.0,27.0554414784,6-2 3-6 6-7(2) 6-3 7-5,3.0,7.0,154.0,98.0,68.0,29.0,26.0,2.0,7.0,15.0,1.0,156.0,102.0,66.0,29.0,24.0,9.0,16.0,3.0,6585.0,112.0,502.0
2015-580,Australian Open,Hard,G,20150119,89,104918,Andy Murray,190.0,27.6824093087,104594,Marinko Matosevic,194.0,29.4483230664,6-1 6-3 6-2,5.0,2.0,63.0,39.0,33.0,14.0,12.0,1.0,2.0,3.0,6.0,83.0,43.0,26.0,14.0,12.0,7.0,14.0,6.0,4675.0,81.0,628.0
2015-580,Australian Open,Hard,G,20150119,90,105311,Joao Sousa,185.0,25.8069815195,105373,Martin Klizan,190.0,25.5249828884,4-6 7-6(4) 6-4 1-0 RET,8.0,1.0,98.0,68.0,49.0,16.0,16.0,7.0,10.0,11.0,9.0,128.0,71.0,49.0,28.0,17.0,13.0,17.0,55.0,822.0,34.0,1133.0
2015-580,Australian Open,Hard,G,20150119,91,104571,Marcos Baghdatis,183.0,29.5906913073,105676,David Goffin,163.0,24.1177275838,6-1 6-4 4-6 6-0,16.0,4.0,130.0,75.0,54.0,24.0,17.0,5.0,9.0,5.0,10.0,99.0,47.0,27.0,16.0,16.0,7.0,16.0,78.0,658.0,22.0,1669.0
2015-580,Australian Open,Hard,G,20150119,92,105777,Grigor Dimitrov,188.0,23.6796714579,105041,Lukas Lacko,185.0,27.2114989733,6-3 6-7(10) 6-3 6-3,14.0,4.0,118.0,66.0,57.0,28.0,20.0,4.0,7.0,8.0,2.0,148.0,92.0,55.0,28.0,19.0,13.0,20.0,11.0,3645.0,99.0,553.0
2015-580,Australian Open,Hard,G,20150119,93,104291,Malek Jaziri,185.0,30.9979466119,104273,Edouard Roger Vasselin,188.0,31.1430527036,1-6 6-3 6-4 1-6 6-3,10.0,3.0,141.0,71.0,51.0,35.0,21.0,12.0,17.0,17.0,5.0,119.0,85.0,65.0,16.0,21.0,6.0,10.0,75.0,676.0,119.0,470.0
2015-580,Australian Open,Hard,G,20150119,94,106401,Nick Kyrgios,193.0,19.7316906229,103333,Ivo Karlovic,208.0,35.8904859685,7-6(4) 6-4 5-7 6-4,24.0,4.0,119.0,77.0,60.0,31.0,22.0,1.0,2.0,39.0,6.0,110.0,74.0,65.0,23.0,22.0,4.0,6.0,53.0,830.0,27.0,1365.0
2015-580,Australian Open,Hard,G,20150119,95,104312,Andreas Seppi,190.0,30.9103353867,104871,Jeremy Chardy,188.0,27.9342915811,7-5 3-6 6-2 6-1,8.0,1.0,116.0,75.0,57.0,22.0,18.0,4.0,6.0,17.0,10.0,129.0,76.0,56.0,16.0,18.0,9.0,15.0,46.0,915.0,31.0,1195.0
2015-580,Australian Open,Hard,G,20150119,96,103819,Roger Federer,185.0,33.4483230664,104620,Simone Bolelli,183.0,29.2813141684,3-6 6-3 6-2 6-2,16.0,0.0,92.0,64.0,50.0,20.0,17.0,0.0,1.0,8.0,3.0,109.0,57.0,36.0,28.0,17.0,6.0,11.0,2.0,9875.0,48.0,864.0
2015-580,Australian Open,Hard,G,20150119,97,104925,Novak Djokovic,188.0,27.6632443532,104269,Fernando Verdasco,188.0,31.1786447639,7-6(8) 6-3 6-4,11.0,0.0,91.0,66.0,54.0,17.0,16.0,3.0,3.0,16.0,5.0,123.0,76.0,58.0,17.0,15.0,12.0,14.0,1.0,11405.0,33.0,1135.0
2015-580,Australian Open,Hard,G,20150119,98,104180,Gilles Muller,193.0,31.6988364134,104545,John Isner,206.0,29.7330595483,7-6(4) 7-6(6) 6-4,23.0,3.0,97.0,59.0,53.0,28.0,17.0,1.0,1.0,30.0,2.0,113.0,87.0,69.0,13.0,17.0,5.0,6.0,42.0,964.0,21.0,1685.0
2015-580,Australian Open,Hard,G,20150119,99,103852,Feliciano Lopez,188.0,33.3305954825,105668,Jerzy Janowicz,203.0,24.1834360027,7-6(6) 6-4 7-6(3),19.0,4.0,123.0,64.0,51.0,35.0,17.0,10.0,11.0,11.0,5.0,115.0,73.0,54.0,20.0,17.0,6.0,8.0,14.0,2130.0,44.0,925.0
2015-580,Australian Open,Hard,G,20150119,100,105683,Milos Raonic,196.0,24.0629705681,103794,Benjamin Becker,178.0,33.5934291581,6-4 6-3 6-3,22.0,5.0,73.0,52.0,43.0,11.0,14.0,2.0,3.0,7.0,2.0,92.0,65.0,40.0,13.0,14.0,9.0,14.0,8.0,4575.0,41.0,973.0
2015-580,Australian Open,Hard,G,20150119,101,104527,Stan Wawrinka,183.0,29.8124572211,103813,Jarkko Nieminen,185.0,33.492128679,6-4 6-2 6-4,9.0,2.0,78.0,42.0,38.0,17.0,14.0,1.0,3.0,4.0,5.0,103.0,69.0,38.0,16.0,14.0,10.0,16.0,4.0,5370.0,72.0,693.0
2015-580,Australian Open,Hard,G,20150119,102,104198,Guillermo Garcia Lopez,188.0,31.627652293,105577,Vasek Pospisil,193.0,24.5749486653,6-2 6-4 6-4,3.0,4.0,92.0,38.0,27.0,35.0,14.0,5.0,6.0,7.0,3.0,75.0,47.0,32.0,11.0,14.0,3.0,8.0,37.0,1020.0,60.0,785.0
2015-580,Australian Open,Hard,G,20150119,103,103970,David Ferrer,175.0,32.7994524298,104468,Gilles Simon,183.0,30.0616016427,6-2 7-5 5-7 7-6(4),4.0,5.0,138.0,88.0,55.0,24.0,22.0,5.0,12.0,3.0,4.0,147.0,86.0,50.0,28.0,22.0,7.0,16.0,10.0,4145.0,20.0,1730.0
2015-580,Australian Open,Hard,G,20150119,104,105453,Kei Nishikori,178.0,25.0568104038,105449,Steve Johnson,188.0,25.0704996578,6-7(7) 6-1 6-2 6-3,15.0,5.0,120.0,78.0,58.0,25.0,18.0,6.0,7.0,8.0,8.0,122.0,73.0,51.0,17.0,18.0,3.0,10.0,5.0,5025.0,38.0,993.0
2015-580,Australian Open,Hard,G,20150119,105,104607,Tomas Berdych,196.0,29.3388090349,104678,Viktor Troicki,193.0,28.93908282,6-4 6-3 6-4,20.0,0.0,77.0,44.0,39.0,22.0,15.0,0.0,0.0,11.0,5.0,100.0,72.0,50.0,8.0,14.0,9.0,12.0,7.0,4660.0,54.0,826.0
2015-580,Australian Open,Hard,G,20150119,106,106071,Bernard Tomic,193.0,22.2450376454,105032,Sam Groth,0.0,27.2525667351,6-4 7-6(8) 6-3,9.0,2.0,91.0,68.0,56.0,14.0,16.0,0.0,0.0,16.0,6.0,92.0,60.0,49.0,13.0,15.0,2.0,4.0,66.0,737.0,82.0,625.0
2015-580,Australian Open,Hard,G,20150119,107,104731,Kevin Anderson,203.0,28.6735112936,104755,Richard Gasquet,185.0,28.5886379192,6-4 7-6(3) 7-6(6),18.0,3.0,106.0,73.0,61.0,18.0,17.0,5.0,6.0,5.0,4.0,104.0,59.0,47.0,24.0,17.0,0.0,2.0,15.0,2125.0,28.0,1350.0
2015-580,Australian Open,Hard,G,20150119,108,104745,Rafael Nadal,185.0,28.629705681,104534,Dudi Sela,175.0,29.7932922656,6-1 6-0 7-5,4.0,0.0,75.0,51.0,39.0,15.0,12.0,7.0,7.0,2.0,1.0,86.0,51.0,30.0,13.0,13.0,11.0,18.0,3.0,6585.0,106.0,520.0
2015-580,Australian Open,Hard,G,20150119,109,104918,Andy Murray,190.0,27.6824093087,105311,Joao Sousa,185.0,25.8069815195,6-1 6-1 7-5,9.0,3.0,74.0,42.0,34.0,20.0,13.0,1.0,2.0,0.0,3.0,96.0,55.0,30.0,19.0,13.0,7.0,14.0,6.0,4675.0,55.0,822.0
2015-580,Australian Open,Hard,G,20150119,110,105777,Grigor Dimitrov,188.0,23.6796714579,104571,Marcos Baghdatis,183.0,29.5906913073,4-6 6-3 3-6 6-3 6-3,6.0,9.0,155.0,98.0,73.0,29.0,23.0,8.0,10.0,16.0,10.0,154.0,92.0,60.0,36.0,23.0,14.0,18.0,11.0,3645.0,78.0,658.0
2015-580,Australian Open,Hard,G,20150119,111,106401,Nick Kyrgios,193.0,19.7316906229,104291,Malek Jaziri,185.0,30.9979466119,6-3 7-6(6) 6-1,27.0,2.0,101.0,72.0,58.0,14.0,15.0,3.0,3.0,6.0,2.0,90.0,47.0,34.0,21.0,13.0,5.0,8.0,53.0,830.0,75.0,676.0
2015-580,Australian Open,Hard,G,20150119,112,104312,Andreas Seppi,190.0,30.9103353867,103819,Roger Federer,185.0,33.4483230664,6-4 7-6(5) 4-6 7-6(5),4.0,4.0,151.0,86.0,67.0,32.0,22.0,7.0,10.0,15.0,9.0,138.0,82.0,66.0,27.0,22.0,2.0,5.0,46.0,915.0,2.0,9875.0
2015-580,Australian Open,Hard,G,20150119,113,104925,Novak Djokovic,188.0,27.6632443532,104180,Gilles Muller,193.0,31.6988364134,6-4 7-5 7-5,13.0,4.0,92.0,65.0,53.0,18.0,17.0,4.0,4.0,8.0,0.0,105.0,65.0,47.0,21.0,17.0,8.0,11.0,1.0,11405.0,42.0,964.0
2015-580,Australian Open,Hard,G,20150119,114,105683,Milos Raonic,196.0,24.0629705681,103852,Feliciano Lopez,188.0,33.3305954825,6-4 4-6 6-3 6-7(7) 6-3,30.0,3.0,144.0,107.0,85.0,22.0,26.0,2.0,3.0,21.0,5.0,169.0,107.0,78.0,32.0,24.0,10.0,13.0,8.0,4575.0,14.0,2130.0
2015-580,Australian Open,Hard,G,20150119,115,104527,Stan Wawrinka,183.0,29.8124572211,104198,Guillermo Garcia Lopez,188.0,31.627652293,7-6(2) 6-4 4-6 7-6(8),16.0,3.0,134.0,86.0,66.0,24.0,22.0,5.0,9.0,5.0,4.0,142.0,86.0,60.0,29.0,22.0,9.0,13.0,4.0,5370.0,37.0,1020.0
2015-580,Australian Open,Hard,G,20150119,116,105453,Kei Nishikori,178.0,25.0568104038,103970,David Ferrer,175.0,32.7994524298,6-3 6-3 6-3,7.0,3.0,96.0,54.0,38.0,25.0,13.0,5.0,6.0,2.0,5.0,108.0,70.0,39.0,16.0,14.0,11.0,17.0,5.0,5025.0,10.0,4145.0
2015-580,Australian Open,Hard,G,20150119,117,104607,Tomas Berdych,196.0,29.3388090349,106071,Bernard Tomic,193.0,22.2450376454,6-2 7-6(3) 6-2,17.0,4.0,88.0,46.0,39.0,25.0,14.0,1.0,1.0,6.0,2.0,105.0,69.0,50.0,12.0,14.0,9.0,13.0,7.0,4660.0,66.0,737.0
2015-580,Australian Open,Hard,G,20150119,118,104745,Rafael Nadal,185.0,28.629705681,104731,Kevin Anderson,203.0,28.6735112936,7-5 6-1 6-4,3.0,3.0,88.0,59.0,46.0,19.0,15.0,6.0,6.0,8.0,3.0,73.0,53.0,36.0,13.0,14.0,2.0,6.0,3.0,6585.0,15.0,2125.0
2015-580,Australian Open,Hard,G,20150119,119,104918,Andy Murray,190.0,27.6824093087,105777,Grigor Dimitrov,188.0,23.6796714579,6-4 6-7(5) 6-3 7-5,12.0,4.0,136.0,91.0,70.0,18.0,22.0,4.0,8.0,4.0,3.0,153.0,108.0,73.0,14.0,21.0,12.0,19.0,6.0,4675.0,11.0,3645.0
2015-580,Australian Open,Hard,G,20150119,120,106401,Nick Kyrgios,193.0,19.7316906229,104312,Andreas Seppi,190.0,30.9103353867,5-7 4-6 6-3 7-6(5) 8-6,25.0,7.0,187.0,116.0,87.0,37.0,29.0,9.0,12.0,23.0,4.0,178.0,115.0,85.0,33.0,28.0,6.0,9.0,53.0,830.0,46.0,915.0
2015-580,Australian Open,Hard,G,20150119,121,104925,Novak Djokovic,188.0,27.6632443532,105683,Milos Raonic,196.0,24.0629705681,7-6(5) 6-4 6-2,8.0,2.0,78.0,54.0,48.0,18.0,15.0,0.0,0.0,17.0,2.0,99.0,67.0,48.0,17.0,15.0,8.0,11.0,1.0,11405.0,8.0,4575.0
2015-580,Australian Open,Hard,G,20150119,122,104527,Stan Wawrinka,183.0,29.8124572211,105453,Kei Nishikori,178.0,25.0568104038,6-3 6-4 7-6(6),21.0,4.0,91.0,56.0,48.0,19.0,16.0,3.0,4.0,6.0,2.0,94.0,58.0,43.0,18.0,15.0,8.0,11.0,4.0,5370.0,5.0,5025.0
2015-580,Australian Open,Hard,G,20150119,123,104607,Tomas Berdych,196.0,29.3388090349,104745,Rafael Nadal,185.0,28.629705681,6-2 6-0 7-6(5),11.0,0.0,87.0,58.0,48.0,13.0,13.0,4.0,4.0,3.0,6.0,82.0,61.0,39.0,6.0,13.0,5.0,10.0,7.0,4660.0,3.0,6585.0
2015-580,Australian Open,Hard,G,20150119,124,104918,Andy Murray,190.0,27.6824093087,106401,Nick Kyrgios,193.0,19.7316906229,6-3 7-6(5) 6-3,12.0,1.0,87.0,60.0,48.0,18.0,16.0,1.0,2.0,9.0,3.0,110.0,69.0,45.0,21.0,14.0,6.0,9.0,6.0,4675.0,53.0,830.0
2015-580,Australian Open,Hard,G,20150119,125,104925,Novak Djokovic,188.0,27.6632443532,104527,Stan Wawrinka,183.0,29.8124572211,7-6(1) 3-6 6-4 4-6 6-0,5.0,3.0,135.0,88.0,61.0,28.0,23.0,3.0,8.0,10.0,4.0,158.0,94.0,60.0,33.0,24.0,10.0,17.0,1.0,11405.0,4.0,5370.0
2015-580,Australian Open,Hard,G,20150119,126,104918,Andy Murray,190.0,27.6824093087,104607,Tomas Berdych,196.0,29.3388090349,6-7(6) 6-0 6-3 7-5,16.0,2.0,130.0,85.0,64.0,24.0,20.0,2.0,3.0,6.0,6.0,127.0,75.0,50.0,26.0,19.0,4.0,10.0,6.0,4675.0,7.0,4660.0
2015-580,Australian Open,Hard,G,20150119,127,104925,Novak Djokovic,188.0,27.6632443532,104918,Andy Murray,190.0,27.6824093087,7-6(5) 6-7(4) 6-3 6-0,9.0,1.0,136.0,81.0,48.0,34.0,20.0,7.0,12.0,10.0,3.0,118.0,77.0,50.0,14.0,19.0,7.0,16.0,1.0,11405.0,6.0,4675.0
2016-580,Australian Open,Hard,G,20160118,100,104925,Novak Djokovic,188.0,28.6598220397,111202,Hyeon Chung,0.0,19.665982204,6-3 6-2 6-4,10.0,3.0,68.0,45.0,40.0,13.0,14.0,0.0,1.0,5.0,2.0,90.0,56.0,33.0,16.0,13.0,2.0,7.0,1.0,16790.0,52.0,821.0
2016-580,Australian Open,Hard,G,20160118,101,111460,Quentin Halys,0.0,19.227926078,104471,Ivan Dodig,183.0,31.0417522245,6-4 6-7 6-4 7-5,13.0,10.0,150.0,89.0,63.0,30.0,23.0,8.0,12.0,10.0,9.0,152.0,91.0,67.0,23.0,22.0,10.0,17.0,187.0,274.0,78.0,678.0
2016-580,Australian Open,Hard,G,20160118,102,106045,Denis Kudla,180.0,23.4195756331,105936,Filip Krajinovic,185.0,23.8904859685,6-2 6-1,10.0,1.0,45.0,29.0,23.0,11.0,8.0,1.0,1.0,6.0,9.0,50.0,31.0,16.0,7.0,7.0,7.0,11.0,69.0,727.0,102.0,574.0
2016-580,Australian Open,Hard,G,20160118,103,104312,Andreas Seppi,190.0,31.9069130732,104559,Teymuraz Gabashvili,188.0,30.6557152635,3-6 7-6 6-4 7-6,12.0,5.0,152.0,76.0,57.0,42.0,23.0,3.0,6.0,17.0,8.0,148.0,83.0,69.0,30.0,22.0,8.0,10.0,29.0,1290.0,44.0,933.0
2016-580,Australian Open,Hard,G,20160118,104,105643,Federico Delbonis,190.0,25.28678987,103333,Ivo Karlovic,208.0,36.887063655,7-6 6-4 2-1,10.0,5.0,76.0,43.0,40.0,20.0,13.0,3.0,3.0,21.0,6.0,77.0,48.0,38.0,15.0,13.0,4.0,5.0,53.0,815.0,24.0,1485.0
2016-580,Australian Open,Hard,G,20160118,105,105952,Renzo Olivo,0.0,23.8439425051,106210,Jiri Vesely,0.0,22.5242984257,7-6 2-6 1-6 6-4 6-4,13.0,8.0,160.0,110.0,75.0,21.0,24.0,8.0,14.0,11.0,6.0,137.0,92.0,70.0,24.0,24.0,3.0,6.0,174.0,296.0,50.0,840.0
2016-580,Australian Open,Hard,G,20160118,106,105539,Evgeny Donskoy,185.0,25.6947296372,105438,Inigo Cervantes Huegun,0.0,26.1327857632,6-4 3-6 6-1 6-4,13.0,4.0,116.0,72.0,56.0,25.0,18.0,11.0,12.0,19.0,8.0,129.0,61.0,48.0,29.0,18.0,9.0,13.0,91.0,620.0,72.0,703.0
2016-580,Australian Open,Hard,G,20160118,107,104468,Gilles Simon,183.0,31.0581793292,105577,Vasek Pospisil,193.0,25.5715263518,6-7 6-3 6-2 6-4,2.0,4.0,116.0,79.0,65.0,22.0,20.0,1.0,1.0,19.0,6.0,130.0,81.0,58.0,21.0,20.0,8.0,12.0,15.0,2145.0,39.0,1075.0
2016-580,Australian Open,Hard,G,20160118,108,104542,Jo-Wilfried Tsonga,188.0,30.7542778919,104571,Marcos Baghdatis,183.0,30.5872689938,6-4 4-6 6-4 6-2,13.0,3.0,110.0,72.0,55.0,22.0,19.0,1.0,2.0,5.0,3.0,104.0,55.0,42.0,29.0,19.0,5.0,9.0,10.0,2725.0,46.0,894.0
2016-580,Australian Open,Hard,G,20160118,109,117357,Omar Jasika,0.0,18.6694045175,105011,Illya Marchenko,185.0,28.3613963039,6-4 3-6 6-0 6-4,5.0,3.0,115.0,78.0,53.0,19.0,18.0,5.0,8.0,13.0,7.0,106.0,64.0,40.0,20.0,17.0,5.0,11.0,310.0,159.0,76.0,688.0
2016-580,Australian Open,Hard,G,20160118,110,105732,Pierre Hugues Herbert,188.0,24.8377823409,104665,Pablo Andujar,180.0,29.9849418207,5-7 6-4 7-6 6-2,17.0,10.0,153.0,81.0,62.0,34.0,22.0,6.0,9.0,4.0,5.0,151.0,98.0,74.0,23.0,21.0,9.0,14.0,167.0,313.0,62.0,770.0
2016-580,Australian Open,Hard,G,20160118,111,111511,Noah Rubin,0.0,19.9069130732,105332,Benoit Paire,196.0,26.6967830253,7-6 7-6 7-6,5.0,3.0,131.0,82.0,56.0,32.0,20.0,10.0,13.0,18.0,7.0,129.0,71.0,57.0,28.0,19.0,8.0,11.0,328.0,146.0,18.0,1703.0
2016-580,Australian Open,Hard,G,20160118,112,104198,Guillermo Garcia Lopez,188.0,32.6242299795,103908,Paul Henri Mathieu,185.0,34.0150581793,6-4 6-4 6-4,10.0,5.0,94.0,49.0,40.0,25.0,15.0,3.0,4.0,11.0,8.0,102.0,48.0,35.0,25.0,15.0,7.0,11.0,27.0,1430.0,97.0,609.0
2016-580,Australian Open,Hard,G,20160118,113,104978,Daniel Brands,196.0,28.5065023956,103607,Victor Estrella,173.0,35.4606433949,6-4 7-6 4-6 6-1,17.0,3.0,107.0,72.0,57.0,23.0,20.0,1.0,4.0,6.0,2.0,126.0,79.0,56.0,18.0,20.0,10.0,15.0,151.0,393.0,55.0,797.0
2016-580,Australian Open,Hard,G,20160118,114,105572,Austin Krajicek,0.0,25.5906913073,105842,Di Wu,0.0,24.3449691992,6-4 6-1 6-3,13.0,4.0,70.0,43.0,36.0,15.0,13.0,2.0,3.0,1.0,1.0,84.0,61.0,35.0,11.0,13.0,4.0,10.0,103.0,571.0,243.0,218.0
