tourney_id,tourney_name,surface,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_ht,winner_age,loser_id,loser_name,loser_ht,loser_age,score,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2011-580,Australian Open,Hard,G,20110117,60,103997,Lukasz Kubot,190.0,28.6735112936,105023,Sam Querrey,198.0,23.279945243,5-7 6-2 3-6 6-1 8-6,7.0,8.0,161.0,110.0,83.0,21.0,25.0,8.0,12.0,19.0,4.0,172.0,115.0,72.0,29.0,25.0,6.0,13.0,72.0,670.0,18.0,1860.0
2011-580,Australian Open,Hard,G,20110117,61,103656,Albert Montanes,175.0,30.1409993155,104460,Dustin Brown,196.0,26.1081451061,6-4 6-2 3-6 2-6 7-5,1.0,3.0,134.0,78.0,53.0,39.0,23.0,9.0,12.0,29.0,7.0,172.0,118.0,90.0,17.0,24.0,9.0,13.0,26.0,1495.0,89.0,573.0
2011-580,Australian Open,Hard,G,20110117,62,103598,Xavier Malisse,185.0,30.4969199179,104665,Pablo Andujar,180.0,24.9828884326,6-1 6-2 7-6(3),1.0,3.0,84.0,49.0,33.0,23.0,14.0,1.0,3.0,1.0,0.0,77.0,51.0,27.0,14.0,13.0,3.0,9.0,45.0,956.0,70.0,683.0
2011-580,Australian Open,Hard,G,20110117,63,104468,Gilles Simon,183.0,26.0561259411,104229,Yen Hsun Lu,180.0,27.4277891855,6-7(3) 6-2 6-4 6-2,6.0,2.0,123.0,59.0,45.0,38.0,19.0,5.0,6.0,3.0,4.0,126.0,75.0,48.0,25.0,19.0,5.0,11.0,34.0,1210.0,37.0,1141.0
2011-580,Australian Open,Hard,G,20110117,64,103819,Roger Federer,185.0,29.4428473648,105041,Lukas Lacko,185.0,23.2060232717,6-1 6-1 6-3,8.0,1.0,59.0,38.0,33.0,14.0,12.0,0.0,1.0,3.0,1.0,83.0,56.0,33.0,6.0,11.0,7.0,14.0,2.0,9245.0,97.0,553.0
2011-580,Australian Open,Hard,G,20110117,65,104745,Rafael Nadal,185.0,24.6242299795,104976,Ryan Sweeting,196.0,23.5126625599,6-2 6-1 6-1,7.0,4.0,64.0,41.0,34.0,12.0,11.0,1.0,2.0,2.0,5.0,78.0,58.0,26.0,8.0,11.0,7.0,15.0,1.0,12390.0,116.0,486.0
2011-580,Australian Open,Hard,G,20110117,66,106071,Bernard Tomic,193.0,18.2395619439,103852,Feliciano Lopez,188.0,29.325119781,7-6(4) 7-6(3) 6-3,10.0,3.0,103.0,65.0,53.0,21.0,17.0,6.0,8.0,20.0,1.0,91.0,55.0,39.0,22.0,16.0,2.0,5.0,199.0,251.0,31.0,1310.0
2011-580,Australian Open,Hard,G,20110117,67,104545,John Isner,206.0,25.7275838467,103285,Radek Stepanek,185.0,32.1396303901,4-6 6-4 6-2 6-1,20.0,5.0,99.0,75.0,59.0,15.0,18.0,7.0,8.0,3.0,3.0,88.0,52.0,38.0,19.0,17.0,2.0,7.0,20.0,1645.0,66.0,735.0
2011-580,Australian Open,Hard,G,20110117,68,105227,Marin Cilic,198.0,22.302532512,105053,Santiago Giraldo,188.0,23.1403148528,6-3 7-6(1) 6-1,13.0,7.0,103.0,48.0,40.0,33.0,15.0,11.0,12.0,2.0,2.0,71.0,48.0,31.0,12.0,13.0,1.0,5.0,15.0,2140.0,59.0,850.0
2011-580,Australian Open,Hard,G,20110117,69,104022,Mikhail Youzhny,183.0,28.5639972621,104882,Blaz Kavcic,188.0,23.871321013,6-3 6-1 5-7 4-6 6-1,14.0,4.0,146.0,84.0,62.0,34.0,23.0,10.0,13.0,6.0,8.0,143.0,88.0,57.0,26.0,22.0,3.0,10.0,10.0,2920.0,98.0,552.0
2011-580,Australian Open,Hard,G,20110117,70,105683,Milos Raonic,196.0,20.0574948665,103566,Michael Llodra,190.0,30.6666666667,7-6(3) 6-3 7-6(4),21.0,1.0,95.0,62.0,55.0,22.0,17.0,1.0,2.0,10.0,2.0,108.0,66.0,51.0,21.0,16.0,4.0,6.0,152.0,351.0,24.0,1575.0
2011-580,Australian Open,Hard,G,20110117,71,105575,Ricardas Berankis,175.0,20.5749486653,103900,David Nalbandian,180.0,29.0431211499,6-1 6-0 2-0 RET,8.0,1.0,43.0,25.0,21.0,13.0,8.0,1.0,1.0,0.0,3.0,46.0,29.0,13.0,4.0,8.0,6.0,12.0,95.0,560.0,21.0,1610.0
2011-580,Australian Open,Hard,G,20110117,72,103970,David Ferrer,175.0,28.7939767283,103188,Michael Russell,173.0,32.7145790554,6-0 6-1 7-5,8.0,3.0,63.0,39.0,32.0,17.0,12.0,0.0,0.0,4.0,4.0,82.0,47.0,31.0,10.0,13.0,7.0,14.0,7.0,3895.0,100.0,547.0
2011-580,Australian Open,Hard,G,20110117,73,104417,Robin Soderling,193.0,26.4257357974,104180,Gilles Muller,193.0,27.6933607118,6-3 7-6(1) 6-1,6.0,5.0,78.0,45.0,42.0,22.0,15.0,0.0,0.0,7.0,1.0,75.0,45.0,35.0,12.0,13.0,1.0,4.0,4.0,5785.0,122.0,466.0
2011-580,Australian Open,Hard,G,20110117,74,103401,Jan Hernych,190.0,31.5318275154,105064,Thomaz Bellucci,188.0,23.0499657769,6-2 6-7(11) 6-4 6-7(3) 8-6,12.0,6.0,203.0,143.0,98.0,26.0,28.0,13.0,17.0,25.0,5.0,196.0,123.0,84.0,29.0,28.0,7.0,15.0,241.0,196.0,30.0,1355.0
2011-580,Australian Open,Hard,G,20110117,75,105238,Alexandr Dolgopolov,180.0,22.1930184805,103794,Benjamin Becker,178.0,29.5879534565,6-3 6-0 3-6 7-6(3),18.0,2.0,93.0,50.0,43.0,31.0,18.0,0.0,1.0,9.0,3.0,115.0,63.0,44.0,25.0,18.0,5.0,9.0,46.0,953.0,55.0,870.0
2011-580,Australian Open,Hard,G,20110117,76,104542,Jo-Wilfried Tsonga,188.0,25.7522245038,104312,Andreas Seppi,190.0,26.9048596851,6-3 7-6(1) 7-6(5),20.0,4.0,121.0,78.0,62.0,19.0,17.0,6.0,8.0,8.0,3.0,96.0,55.0,42.0,20.0,16.0,3.0,6.0,13.0,2345.0,51.0,900.0
2011-580,Australian Open,Hard,G,20110117,77,103781,Jurgen Melzer,183.0,29.6563997262,105137,Pere Riba,183.0,22.7789185489,6-2 6-4 6-2,9.0,2.0,73.0,49.0,38.0,12.0,13.0,0.0,1.0,5.0,6.0,83.0,42.0,27.0,16.0,13.0,4.0,10.0,11.0,2785.0,71.0,672.0
2011-580,Australian Open,Hard,G,20110117,78,104571,Marcos Baghdatis,183.0,25.5852156057,105223,Juan Martin del Potro,198.0,22.3162217659,6-1 6-3 4-6 6-3,15.0,5.0,103.0,51.0,45.0,25.0,18.0,3.0,5.0,9.0,3.0,109.0,76.0,46.0,17.0,17.0,6.0,12.0,22.0,1580.0,236.0,200.0
2011-580,Australian Open,Hard,G,20110117,79,104198,Guillermo Garcia Lopez,188.0,27.6221765914,104724,Eduardo Schwank,183.0,24.7364818617,6-4 7-6(8) 6-1,4.0,4.0,85.0,46.0,40.0,24.0,15.0,1.0,2.0,2.0,8.0,112.0,72.0,48.0,17.0,14.0,5.0,9.0,32.0,1300.0,86.0,580.0
2011-580,Australian Open,Hard,G,20110117,80,104918,Andy Murray,190.0,23.6769336071,105011,Illya Marchenko,185.0,23.3593429158,6-1 6-3 6-3,16.0,0.0,82.0,52.0,41.0,13.0,13.0,3.0,4.0,5.0,4.0,71.0,38.0,21.0,13.0,12.0,2.0,8.0,5.0,5760.0,79.0,624.0
2011-580,Australian Open,Hard,G,20110117,81,104607,Tomas Berdych,196.0,25.3333333333,104259,Philipp Kohlschreiber,178.0,27.2553045859,4-6 6-2 6-3 6-4,10.0,6.0,121.0,70.0,59.0,25.0,19.0,2.0,3.0,13.0,5.0,120.0,74.0,54.0,17.0,18.0,5.0,9.0,6.0,3955.0,35.0,1195.0
2011-580,Australian Open,Hard,G,20110117,82,104755,Richard Gasquet,185.0,24.5831622177,105173,Adrian Mannarino,183.0,22.5516769336,6-3 7-6(4) 6-4,12.0,3.0,95.0,65.0,50.0,18.0,16.0,2.0,4.0,5.0,3.0,107.0,64.0,39.0,21.0,15.0,7.0,11.0,33.0,1280.0,74.0,669.0
2011-580,Australian Open,Hard,G,20110117,83,105453,Kei Nishikori,178.0,21.0513347023,104252,Florian Mayer,190.0,27.2854209446,6-4 6-3 0-6 6-3,2.0,5.0,116.0,66.0,43.0,28.0,17.0,6.0,10.0,7.0,5.0,118.0,76.0,52.0,16.0,17.0,7.0,12.0,82.0,599.0,36.0,1143.0
2011-580,Australian Open,Hard,G,20110117,84,104269,Fernando Verdasco,188.0,27.1731690623,104386,Janko Tipsarevic,180.0,26.5708418891,2-6 4-6 6-4 7-6(0) 6-0,23.0,7.0,151.0,97.0,75.0,21.0,23.0,15.0,20.0,17.0,6.0,154.0,85.0,57.0,32.0,23.0,7.0,12.0,9.0,3240.0,49.0,935.0
2011-580,Australian Open,Hard,G,20110117,85,104597,Nicolas Almagro,183.0,25.4072553046,104214,Igor Andreev,185.0,27.5126625599,7-5 2-6 4-6 7-6(10) 7-5,10.0,5.0,163.0,87.0,68.0,40.0,27.0,6.0,12.0,21.0,5.0,175.0,116.0,86.0,28.0,27.0,8.0,13.0,14.0,2160.0,75.0,644.0
2011-580,Australian Open,Hard,G,20110117,86,103344,Ivan Ljubicic,193.0,31.832991102,105332,Benoit Paire,196.0,21.6947296372,6-3 6-7(2) 6-4 7-6(5),8.0,1.0,128.0,79.0,53.0,30.0,21.0,0.0,3.0,13.0,5.0,145.0,76.0,55.0,32.0,22.0,10.0,16.0,16.0,1965.0,145.0,366.0
2011-580,Australian Open,Hard,G,20110117,87,104678,Viktor Troicki,193.0,24.9336071184,103917,Nicolas Mahut,190.0,28.9883641342,6-4 6-2 1-6 6-3,12.0,4.0,118.0,63.0,51.0,18.0,17.0,10.0,15.0,7.0,4.0,116.0,78.0,49.0,14.0,17.0,10.0,17.0,27.0,1490.0,132.0,424.0
2011-580,Australian Open,Hard,G,20110117,88,104925,Novak Djokovic,188.0,23.6577686516,104471,Ivan Dodig,183.0,26.0396988364,7-5 6-7(8) 6-0 6-2,9.0,3.0,121.0,78.0,59.0,27.0,19.0,4.0,5.0,8.0,6.0,146.0,84.0,56.0,30.0,19.0,13.0,20.0,3.0,6240.0,81.0,606.0
2011-580,Australian Open,Hard,G,20110117,89,104053,Andy Roddick,188.0,28.3832991102,103857,Igor Kunitsyn,180.0,29.2977412731,7-6(7) 6-2 6-3,17.0,5.0,82.0,55.0,47.0,20.0,15.0,3.0,3.0,4.0,0.0,91.0,59.0,40.0,19.0,14.0,4.0,7.0,8.0,3565.0,99.0,551.0
2011-580,Australian Open,Hard,G,20110117,90,104898,Robin Haase,190.0,23.7837097878,104338,Juan Monaco,185.0,26.803559206,6-4 6-4 3-6 6-2,9.0,3.0,148.0,99.0,64.0,23.0,19.0,12.0,17.0,2.0,2.0,121.0,84.0,49.0,17.0,18.0,8.0,16.0,62.0,823.0,28.0,1480.0
2011-580,Australian Open,Hard,G,20110117,91,104527,Stan Wawrinka,183.0,25.8069815195,105777,Grigor Dimitrov,188.0,19.6741957563,7-5 6-3 6-3,8.0,0.0,80.0,43.0,33.0,24.0,15.0,5.0,7.0,2.0,6.0,82.0,43.0,31.0,17.0,15.0,4.0,10.0,19.0,1855.0,105.0,518.0
2011-580,Australian Open,Hard,G,20110117,92,104792,Gael Monfils,193.0,24.3778234086,104523,Frederico Gil,178.0,25.8179329227,6-4 6-3 1-6 6-2,8.0,5.0,104.0,70.0,49.0,17.0,17.0,3.0,7.0,0.0,0.0,127.0,91.0,50.0,20.0,17.0,5.0,11.0,12.0,2560.0,91.0,571.0
2011-580,Australian Open,Hard,G,20110117,93,103990,Tommy Robredo,180.0,28.7145790554,103888,Mardy Fish,188.0,29.106091718,1-6 6-3 6-3 6-3,1.0,2.0,105.0,76.0,55.0,14.0,17.0,5.0,8.0,12.0,5.0,117.0,69.0,48.0,19.0,17.0,9.0,14.0,52.0,890.0,17.0,1921.0
2011-580,Australian Open,Hard,G,20110117,94,104660,Sergiy Stakhovsky,193.0,25.029431896,103997,Lukasz Kubot,190.0,28.6735112936,6-3 6-4 6-4,9.0,5.0,85.0,57.0,38.0,12.0,15.0,3.0,8.0,5.0,8.0,92.0,60.0,34.0,10.0,14.0,6.0,14.0,43.0,970.0,72.0,670.0
2011-580,Australian Open,Hard,G,20110117,95,103598,Xavier Malisse,185.0,30.4969199179,103656,Albert Montanes,175.0,30.1409993155,6-4 6-0 6-1,7.0,0.0,64.0,33.0,25.0,19.0,11.0,2.0,4.0,5.0,3.0,84.0,45.0,22.0,13.0,12.0,9.0,17.0,45.0,956.0,26.0,1495.0
2011-580,Australian Open,Hard,G,20110117,96,103819,Roger Federer,185.0,29.4428473648,104468,Gilles Simon,183.0,26.0561259411,6-2 6-3 4-6 4-6 6-3,11.0,1.0,126.0,77.0,61.0,21.0,23.0,4.0,9.0,8.0,5.0,155.0,88.0,49.0,37.0,23.0,10.0,18.0,2.0,9245.0,34.0,1210.0
2011-580,Australian Open,Hard,G,20110117,97,104745,Rafael Nadal,185.0,24.6242299795,106071,Bernard Tomic,193.0,18.2395619439,6-2 7-5 6-3,4.0,4.0,97.0,56.0,38.0,22.0,14.0,6.0,8.0,11.0,3.0,103.0,70.0,42.0,13.0,15.0,12.0,19.0,1.0,12390.0,199.0,251.0
2011-580,Australian Open,Hard,G,20110117,98,105227,Marin Cilic,198.0,22.302532512,104545,John Isner,206.0,25.7275838467,4-6 6-2 6-7(5) 7-6(2) 9-7,22.0,8.0,186.0,106.0,81.0,54.0,29.0,10.0,11.0,26.0,5.0,185.0,128.0,97.0,31.0,29.0,6.0,9.0,15.0,2140.0,20.0,1645.0
2011-580,Australian Open,Hard,G,20110117,99,105683,Milos Raonic,196.0,20.0574948665,104022,Mikhail Youzhny,183.0,28.5639972621,6-4 7-5 4-6 6-4,28.0,2.0,113.0,77.0,55.0,22.0,21.0,1.0,5.0,3.0,1.0,117.0,71.0,45.0,26.0,21.0,2.0,8.0,152.0,351.0,10.0,2920.0
2011-580,Australian Open,Hard,G,20110117,100,103970,David Ferrer,175.0,28.7939767283,105575,Ricardas Berankis,175.0,20.5749486653,6-2 6-2 6-1,5.0,1.0,57.0,33.0,29.0,14.0,11.0,0.0,1.0,1.0,5.0,91.0,52.0,26.0,13.0,12.0,11.0,19.0,7.0,3895.0,95.0,560.0
2011-580,Australian Open,Hard,G,20110117,101,104417,Robin Soderling,193.0,26.4257357974,103401,Jan Hernych,190.0,31.5318275154,6-3 6-1 6-4,10.0,3.0,75.0,45.0,38.0,16.0,13.0,2.0,3.0,0.0,1.0,92.0,60.0,32.0,14.0,13.0,6.0,12.0,4.0,5785.0,241.0,196.0
2011-580,Australian Open,Hard,G,20110117,102,105238,Alexandr Dolgopolov,180.0,22.1930184805,104542,Jo-Wilfried Tsonga,188.0,25.7522245038,3-6 6-3 3-6 6-1 6-1,9.0,3.0,107.0,57.0,45.0,25.0,20.0,5.0,10.0,6.0,8.0,116.0,70.0,50.0,15.0,21.0,6.0,15.0,46.0,953.0,13.0,2345.0
2011-580,Australian Open,Hard,G,20110117,103,103781,Jurgen Melzer,183.0,29.6563997262,104571,Marcos Baghdatis,183.0,25.5852156057,6-7(5) 6-2 6-1 4-3 RET,6.0,5.0,112.0,76.0,55.0,20.0,17.0,6.0,8.0,4.0,0.0,97.0,60.0,38.0,19.0,17.0,6.0,13.0,11.0,2785.0,22.0,1580.0
2011-580,Australian Open,Hard,G,20110117,104,104918,Andy Murray,190.0,23.6769336071,104198,Guillermo Garcia Lopez,188.0,27.6221765914,6-1 6-1 6-2,10.0,1.0,58.0,37.0,29.0,12.0,11.0,1.0,2.0,3.0,5.0,69.0,45.0,26.0,5.0,11.0,3.0,11.0,5.0,5760.0,32.0,1300.0
2011-580,Australian Open,Hard,G,20110117,105,104607,Tomas Berdych,196.0,25.3333333333,104755,Richard Gasquet,185.0,24.5831622177,6-2 7-6(3) 6-2,9.0,1.0,80.0,57.0,44.0,15.0,14.0,3.0,4.0,10.0,5.0,101.0,55.0,39.0,18.0,14.0,5.0,10.0,6.0,3955.0,33.0,1280.0
2011-580,Australian Open,Hard,G,20110117,106,104269,Fernando Verdasco,188.0,27.1731690623,105453,Kei Nishikori,178.0,21.0513347023,6-2 6-4 6-3,3.0,2.0,81.0,59.0,43.0,13.0,13.0,3.0,4.0,1.0,3.0,83.0,57.0,36.0,9.0,14.0,4.0,10.0,9.0,3240.0,82.0,599.0
2011-580,Australian Open,Hard,G,20110117,107,104597,Nicolas Almagro,183.0,25.4072553046,103344,Ivan Ljubicic,193.0,31.832991102,6-4 7-6(8) 6-3,11.0,2.0,88.0,55.0,46.0,24.0,16.0,2.0,2.0,11.0,2.0,87.0,48.0,40.0,21.0,15.0,1.0,3.0,14.0,2160.0,16.0,1965.0
2011-580,Australian Open,Hard,G,20110117,108,104925,Novak Djokovic,188.0,23.6577686516,104678,Viktor Troicki,193.0,24.9336071184,6-2 RET,1.0,0.0,22.0,17.0,10.0,4.0,4.0,0.0,1.0,2.0,1.0,38.0,23.0,15.0,2.0,4.0,3.0,6.0,3.0,6240.0,27.0,1490.0
2011-580,Australian Open,Hard,G,20110117,109,104053,Andy Roddick,188.0,28.3832991102,104898,Robin Haase,190.0,23.7837097878,2-6 7-6(2) 6-2 6-2,32.0,3.0,107.0,74.0,58.0,18.0,18.0,3.0,6.0,10.0,5.0,115.0,71.0,49.0,19.0,18.0,4.0,9.0,8.0,3565.0,62.0,823.0
2011-580,Australian Open,Hard,G,20110117,110,104527,Stan Wawrinka,183.0,25.8069815195,104792,Gael Monfils,193.0,24.3778234086,7-6(4) 6-2 6-3,11.0,2.0,95.0,60.0,45.0,19.0,14.0,4.0,6.0,3.0,7.0,120.0,69.0,42.0,22.0,15.0,15.0,21.0,19.0,1855.0,12.0,2560.0
2011-580,Australian Open,Hard,G,20110117,111,103990,Tommy Robredo,180.0,28.7145790554,104660,Sergiy Stakhovsky,193.0,25.029431896,5-7 6-2 6-4 6-2,3.0,4.0,136.0,85.0,55.0,29.0,19.0,15.0,19.0,2.0,4.0,123.0,82.0,51.0,16.0,19.0,6.0,14.0,52.0,890.0,43.0,970.0
2011-580,Australian Open,Hard,G,20110117,112,103819,Roger Federer,185.0,29.4428473648,103598,Xavier Malisse,185.0,30.4969199179,6-3 6-3 6-1,6.0,1.0,83.0,50.0,35.0,17.0,13.0,1.0,3.0,4.0,2.0,85.0,51.0,27.0,12.0,12.0,10.0,17.0,2.0,9245.0,45.0,956.0
2011-580,Australian Open,Hard,G,20110117,113,104745,Rafael Nadal,185.0,24.6242299795,105227,Marin Cilic,198.0,22.302532512,6-2 6-4 6-3,3.0,3.0,85.0,62.0,49.0,11.0,13.0,2.0,2.0,8.0,4.0,100.0,55.0,42.0,15.0,14.0,9.0,14.0,1.0,12390.0,15.0,2140.0
2011-580,Australian Open,Hard,G,20110117,114,103970,David Ferrer,175.0,28.7939767283,105683,Milos Raonic,196.0,20.0574948665,4-6 6-2 6-3 6-4,3.0,1.0,113.0,80.0,62.0,18.0,19.0,7.0,9.0,15.0,2.0,127.0,77.0,50.0,26.0,18.0,9.0,14.0,7.0,3895.0,152.0,351.0
2011-580,Australian Open,Hard,G,20110117,115,105238,Alexandr Dolgopolov,180.0,22.1930184805,104417,Robin Soderling,193.0,26.4257357974,1-6 6-3 6-1 4-6 6-2,11.0,2.0,105.0,55.0,43.0,22.0,20.0,3.0,9.0,6.0,6.0,138.0,86.0,51.0,20.0,21.0,8.0,17.0,46.0,953.0,4.0,5785.0
2011-580,Australian Open,Hard,G,20110117,116,104918,Andy Murray,190.0,23.6769336071,103781,Jurgen Melzer,183.0,29.6563997262,6-3 6-1 6-1,13.0,3.0,70.0,40.0,33.0,17.0,12.0,7.0,8.0,1.0,1.0,72.0,47.0,24.0,8.0,11.0,7.0,14.0,5.0,5760.0,11.0,2785.0
2011-580,Australian Open,Hard,G,20110117,117,104607,Tomas Berdych,196.0,25.3333333333,104269,Fernando Verdasco,188.0,27.1731690623,6-4 6-2 6-3,11.0,1.0,66.0,43.0,38.0,17.0,14.0,0.0,1.0,10.0,4.0,79.0,45.0,31.0,15.0,13.0,8.0,13.0,6.0,3955.0,9.0,3240.0
2011-580,Australian Open,Hard,G,20110117,118,104925,Novak Djokovic,188.0,23.6577686516,104597,Nicolas Almagro,183.0,25.4072553046,6-3 6-4 6-0,12.0,4.0,75.0,56.0,48.0,9.0,13.0,3.0,3.0,5.0,2.0,78.0,46.0,28.0,14.0,12.0,8.0,13.0,3.0,6240.0,14.0,2160.0
2011-580,Australian Open,Hard,G,20110117,119,104527,Stan Wawrinka,183.0,25.8069815195,104053,Andy Roddick,188.0,28.3832991102,6-3 6-4 6-4,24.0,2.0,79.0,39.0,36.0,26.0,15.0,3.0,3.0,9.0,4.0,112.0,70.0,50.0,18.0,14.0,10.0,13.0,19.0,1855.0,8.0,3565.0
2011-580,Australian Open,Hard,G,20110117,120,103819,Roger Federer,185.0,29.4428473648,103990,Tommy Robredo,180.0,28.7145790554,6-3 3-6 6-3 6-2,11.0,1.0,105.0,73.0,58.0,19.0,18.0,1.0,2.0,7.0,1.0,109.0,68.0,49.0,20.0,17.0,6.0,10.0,2.0,9245.0,52.0,890.0
2011-580,Australian Open,Hard,G,20110117,121,103970,David Ferrer,175.0,28.7939767283,104745,Rafael Nadal,185.0,24.6242299795,6-4 6-2 6-3,8.0,2.0,73.0,50.0,36.0,13.0,14.0,6.0,8.0,2.0,1.0,104.0,69.0,38.0,13.0,13.0,8.0,15.0,7.0,3895.0,1.0,12390.0
2011-580,Australian Open,Hard,G,20110117,122,104918,Andy Murray,190.0,23.6769336071,105238,Alexandr Dolgopolov,180.0,22.1930184805,7-5 6-3 6-7(3) 6-3,9.0,5.0,118.0,69.0,52.0,30.0,22.0,1.0,5.0,16.0,5.0,158.0,92.0,65.0,23.0,20.0,11.0,18.0,5.0,5760.0,46.0,953.0
2011-580,Australian Open,Hard,G,20110117,123,104925,Novak Djokovic,188.0,23.6577686516,104607,Tomas Berdych,196.0,25.3333333333,6-1 7-6(5) 6-1,10.0,1.0,91.0,62.0,51.0,12.0,14.0,1.0,2.0,6.0,5.0,96.0,52.0,37.0,15.0,12.0,5.0,10.0,3.0,6240.0,6.0,3955.0
2011-580,Australian Open,Hard,G,20110117,124,103819,Roger Federer,185.0,29.4428473648,104527,Stan Wawrinka,183.0,25.8069815195,6-1 6-3 6-3,5.0,0.0,75.0,58.0,42.0,13.0,13.0,1.0,1.0,1.0,0.0,81.0,47.0,27.0,19.0,12.0,2.0,6.0,2.0,9245.0,19.0,1855.0
2011-580,Australian Open,Hard,G,20110117,125,104918,Andy Murray,190.0,23.6769336071,103970,David Ferrer,175.0,28.7939767283,4-6 7-6(2) 6-1 7-6(2),9.0,3.0,151.0,91.0,68.0,22.0,21.0,13.0,18.0,5.0,2.0,142.0,94.0,57.0,23.0,20.0,5.0,11.0,5.0,5760.0,7.0,3895.0
2011-580,Australian Open,Hard,G,20110117,126,104925,Novak Djokovic,188.0,23.6577686516,103819,Roger Federer,185.0,29.4428473648,7-6(3) 7-5 6-4,6.0,5.0,125.0,86.0,63.0,16.0,17.0,7.0,10.0,5.0,0.0,105.0,62.0,45.0,20.0,17.0,9.0,14.0,3.0,6240.0,2.0,9245.0
2011-580,Australian Open,Hard,G,20110117,127,104925,Novak Djokovic,188.0,23.6577686516,104918,Andy Murray,190.0,23.6769336071,6-4 6-2 6-3,5.0,0.0,75.0,48.0,35.0,15.0,14.0,1.0,4.0,6.0,4.0,109.0,59.0,37.0,16.0,13.0,11.0,18.0,3.0,6240.0,5.0,5760.0
2012-580,Australian Open,Hard,G,20120116,1,104925,Novak Djokovic,188.0,24.6543463381,103893,Paolo Lorenzi,183.0,30.0862422998,6-2 6-0 6-0,4.0,1.0,62.0,45.0,33.0,8.0,10.0,4.0,5.0,0.0,5.0,61.0,32.0,18.0,2.0,10.0,4.0,13.0,1.0,13630.0,109.0,521.0
2012-580,Australian Open,Hard,G,20120116,2,105053,Santiago Giraldo,188.0,24.1368925394,104970,Matteo Viola,0.0,24.5284052019,6-4 6-2 6-1,0.0,1.0,62.0,38.0,29.0,17.0,12.0,2.0,3.0,2.0,4.0,80.0,47.0,26.0,12.0,13.0,9.0,15.0,56.0,845.0,153.0,335.0
2012-580,Australian Open,Hard,G,20120116,3,105147,Tatsuma Ito,180.0,23.6632443532,103808,Potito Starace,188.0,30.507871321,6-3 4-6 6-3 6-4,10.0,3.0,112.0,65.0,52.0,26.0,19.0,5.0,7.0,9.0,3.0,103.0,73.0,50.0,18.0,19.0,4.0,9.0,117.0,500.0,62.0,800.0
2012-580,Australian Open,Hard,G,20120116,4,103917,Nicolas Mahut,190.0,29.9849418207,103285,Radek Stepanek,185.0,33.1362080767,7-5 7-5 6-3,8.0,4.0,111.0,66.0,52.0,17.0,17.0,6.0,9.0,3.0,3.0,102.0,70.0,42.0,13.0,16.0,10.0,16.0,81.0,653.0,31.0,1230.0
2012-580,Australian Open,Hard,G,20120116,5,105683,Milos Raonic,196.0,21.054072553,103835,Filippo Volandri,183.0,30.3627652293,6-4 6-0 6-2,13.0,4.0,69.0,43.0,36.0,15.0,12.0,5.0,5.0,0.0,5.0,84.0,37.0,21.0,21.0,12.0,6.0,12.0,25.0,1460.0,72.0,696.0
2012-580,Australian Open,Hard,G,20120116,6,104332,Philipp Petzschner,185.0,27.8138261465,104586,Lukas Rosol,196.0,26.4804928131,6-0 6-0 6-2,10.0,2.0,55.0,31.0,27.0,12.0,10.0,0.0,1.0,7.0,5.0,84.0,47.0,21.0,11.0,10.0,5.0,14.0,63.0,780.0,69.0,701.0
2012-580,Australian Open,Hard,G,20120116,7,103720,Lleyton Hewitt,180.0,30.8911704312,105649,Cedrik Marcel Stebe,183.0,21.2703627652,7-5 6-4 3-6 7-5,8.0,2.0,130.0,69.0,53.0,30.0,21.0,6.0,10.0,13.0,6.0,151.0,89.0,59.0,31.0,22.0,13.0,19.0,181.0,265.0,83.0,652.0
2012-580,Australian Open,Hard,G,20120116,8,104053,Andy Roddick,188.0,29.3798767967,104898,Robin Haase,190.0,24.7802874743,6-3 6-4 6-1,13.0,1.0,78.0,56.0,41.0,14.0,13.0,4.0,5.0,7.0,6.0,76.0,40.0,27.0,13.0,13.0,7.0,13.0,16.0,1880.0,53.0,861.0
2012-580,Australian Open,Hard,G,20120116,9,104386,Janko Tipsarevic,180.0,27.5674195756,104098,Dmitry Tursunov,185.0,29.0951403149,5-7 7-6(12) 6-3 6-4,28.0,4.0,129.0,88.0,72.0,23.0,22.0,2.0,4.0,9.0,5.0,145.0,87.0,65.0,29.0,21.0,5.0,8.0,9.0,2655.0,43.0,988.0
2012-580,Australian Open,Hard,G,20120116,10,105902,James Duckworth,183.0,19.9863107461,105132,Jurgen Zopp,190.0,23.8001368925,6-3 6-4 6-4,11.0,3.0,89.0,56.0,44.0,19.0,15.0,3.0,4.0,6.0,4.0,77.0,46.0,31.0,15.0,14.0,5.0,9.0,250.0,191.0,148.0,359.0
2012-580,Australian Open,Hard,G,20120116,11,104979,Andrey Golubev,185.0,24.4873374401,104022,Mikhail Youzhny,183.0,29.5605749487,7-5 6-7(4) 6-4 4-6 6-3,12.0,10.0,196.0,122.0,80.0,31.0,27.0,15.0,22.0,7.0,6.0,189.0,117.0,73.0,31.0,26.0,10.0,20.0,146.0,362.0,35.0,1105.0
